Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,
63232.94007,7.350601424,7.262950102,4.24,33637.95541,1465223.509,
71560.01989,5.685707175,5.776343122,4.12,40311.27626,1049672.249,
79310.36198,4.247433999,7.518204325,4.38,43982.18896,1231157.255,
56290.32129,5.765599756,7.112024107,3.21,27648.72339,854812.258,
74526.49852,5.679689281,7.002164062,5.48,32518.48449,1250494.74,
61467.74963,5.270573067,7.38290195,5.35,38816.13582,962183.803,
73658.11674,6.099712046,7.925387401,4.16,57646.3915,1864670.074,
56743.57798,5.251342071,5.129120552,4.14,23889.15663,577104.8149,
63582.97606,4.797856325,5.872524435,2.16,52070.89638,1016187.104,
78358.94845,5.258159745,8.102095935,6.19,40591.32522,1492965.733,
82743.50931,6.514382102,8.137474862,5.3,41859.0724,1811265.523,
61877.54906,5.546028793,6.801887465,3.25,28604.94368,1083745.372,
59963.91404,7.369297225,6.442741924,3.23,39170.30806,1292979.365,
58099.53712,6.758248333,9.148798841,4.41,27063.08781,1155513.175,
75054.75347,6.282693303,6.402843907,4.25,37179.35057,1294069.533,
79163.77862,4.11266085,6.922618314,4.39,31514.44338,1159147.109,
69442.44539,5.967035895,5.580979938,3.19,56984.14525,1469561.675,
76181.20752,5.479309426,5.313801866,4.27,22850.03376,988746.4206,
56799.07406,4.861428751,4.499119974,4.23,52875.06496,774491.6533,
52511.65435,4.579884939,6.561220474,3.3,24612.98724,325195.9428,
86362.7834,5.800030782,6.769325785,4.47,34050.12992,1477595.999,
74230.51796,6.471662026,7.364007368,5.09,19108.53486,1483808.337,
80793.42091,4.365596873,7.06046765,4.41,25377.56176,867444.7049,
72618.53846,5.160574116,7.64012721,4.46,37345.91172,1420858.824,
48662.29928,6.310493215,7.195635471,6.46,29002.0961,680982.7688,
71277.26843,5.411877415,6.286579479,3.17,36325.78762,996996.3554,
80285.68125,5.749936131,5.211933976,3.03,48633.82943,1439028.521,
62681.79809,7.341254061,4.12527809,3.01,17454.45522,796910.7112,
65673.75136,5.689867244,7.346789774,6.27,32367.44638,1166158.185,
64426.86589,5.504012493,8.950179039,3.31,18214.31405,1055548.676,
83801.82006,4.888150026,8.707379521,5.39,33184.55158,1642051.832,
87638.11565,6.347008373,6.953770536,2.45,34109.24426,1734239.138,
69179.70041,5.424773688,6.08347967,3.25,36323.69445,1193519.508,
77540.89419,3.004716836,6.530857667,2.02,21671.51414,555755.6568,
67612.49203,5.352808826,7.474352636,5.05,40272.36565,1244631.519,
73180.67337,6.241898806,9.118588644,3.33,43144.71493,1768036.334,
75786.34924,5.174373335,5.922408509,3.1,36352.35133,1047452.508,
68294.30753,5.706869886,6.457792318,3.5,21770.67356,1038330.039,
57684.52669,6.402133413,6.053240408,2.16,31033.02311,895600.4237,
71701.8418,5.897954336,7.517091389,6.11,27610.38763,1352018.254,
68259.16034,7.144078166,8.092215309,3.11,17861.31731,1128045.105,
70972.24051,4.758437899,8.050487087,4.3,45696.87473,1268570.809,
71307.90299,5.335214508,7.508271585,3.42,27619.16309,1061517.709,
87626.94348,6.58861348,7.608873041,3.15,36654.46346,1724733.025,
66651.6003,8.042661057,7.145904972,5.46,46165.70063,1660975.171,
68600.0416,7.892039099,8.069702211,3.09,39091.21823,1797621.22,
67846.04866,5.379704851,6.103863335,4.15,27442.09616,879511.1964,
63345.18738,7.564139624,7.282044029,3.13,41461.94693,1565151.545,
66262.19253,6.292294206,4.923681152,4.23,45055.2401,1199128.404,
73659.10345,4.662016527,5.080215169,4.47,39575.38909,651787.9705,
60904.45073,4.035776603,6.476941994,2.45,33078.14996,586381.5473,
63543.58805,6.406734259,5.567048468,3.45,44541.64605,1151741.155,
67582.84414,5.639891799,8.013745403,3.04,41529.6954,1279051.669,
54841.76459,5.25491668,5.66365786,2.15,31196.47801,585531.2381,
69657.36279,6.352332251,5.36880436,3.08,29973.09356,884227.2099,
66369.75098,4.26897623,7.399066489,6.41,18683.53506,796666.1224,
68785.85474,6.150061464,9.507527474,4.11,40634.94902,1624842.124,
61306.11813,8.472279818,6.181664334,2.05,37252.72,1559997.151,
54850.74177,4.615917911,5.548139816,3.2,38390.67149,615506.8011,
71795.85833,5.602506112,7.997290565,6.45,49773.19509,1533492.797,
69676.59651,5.477064875,5.893543734,3.14,31727.36438,1239940.042,
55815.56872,7.151591185,6.002938215,2.35,42961.7642,1308465.24,
71332.55303,6.262355267,4.565155298,4.04,49628.41471,1430813.413,
61951.17044,6.065183671,7.43863334,5.43,31521.27571,943404.239,
57855.69136,5.184382513,6.568365928,4.06,40581.75932,938420.7846,
66706.07453,5.711785722,7.890367053,5.13,38981.04403,1206393.181,
54890.1033,5.289803667,5.532091955,2.03,32642.03744,481391.6433,
61666.49943,6.089201695,8.138369526,3.17,24865.98505,1144641.819,
75435.42425,5.589262465,6.890146149,3.46,22637.48514,1028636.423,
61682.99948,5.973472603,6.288611418,4.38,29674.03236,856931.5284,
68211.28951,7.933583557,6.970127179,4.28,40808.98878,1742566.006,
75282.44801,7.149076222,7.484608383,5.36,28385.50253,1617114.944,
67143.75045,5.795685418,7.877533794,3.06,32715.66074,1364029.168,
68974.10287,7.820094644,6.807937554,3.13,31832.99262,1702526.056,
69845.23819,5.591788254,7.736606019,6.1,37014.02104,1375105.346,
74475.54481,6.191989342,7.883840411,5.23,21149.00725,1174779.158,
70219.69037,5.707247242,7.609499361,5.01,28553.81548,1126778.414,
64455.7791,6.152455871,7.425795788,6.14,29066.21781,1095727.673,
42940.13894,4.238065602,7.812724696,6.36,45709.11709,680418.724,
66490.83327,6.53936159,7.951156537,5.46,33650.09384,1506798.755,
64261.82856,5.69552199,6.612830339,2.22,41190.54637,1185935.641,
85207.42505,7.03150132,7.345307871,5.31,40946.07085,2024121.461,
76268.09274,6.377042817,9.002044879,6.1,25978.89523,1562842.638,
69918.44186,6.931829954,8.310986463,4.13,54346.75234,1851065.497,
51144.8509,4.191621744,6.701869131,3.03,18277.60136,287307.5837,
72583.25334,6.521821037,5.773618814,4.49,21768.32105,968280.5181,
58182.06087,6.052909859,7.871996503,5.29,17668.95198,880084.7004,
85952.49316,7.205817168,7.066254236,6.2,24222.47091,1685368.164,
79801.75734,6.313971756,5.519717438,2.39,33579.9133,1169547.521,
67922.60483,7.309191879,7.370992683,3.2,35447.92121,1613814.875,
46062.75427,7.840108149,6.215335957,2.45,28288.33249,675919.6816,
83658.66099,6.152829207,6.690874868,4.47,42647.86966,1688642.679,
58299.82603,5.037562816,7.002685869,4.03,31675.26753,868435.275,
62342.84718,6.506083303,4.666259583,2.47,38010.37274,823941.9221,
44328.2563,5.644951798,6.813808755,2.06,20820.24137,601007.3512,
73470.93316,5.722509283,6.169214911,3.47,32855.5057,1144901.266,
64438.10915,6.084792831,6.464967336,4.43,40538.96124,1069827.807,
54516.63198,7.123411231,4.321938664,2.32,51298.9504,944491.0396,
74182.50577,5.432402397,7.224551566,3.14,14659.99426,790721.3678,
43800.29197,7.364521955,6.990744746,2.17,34184.96587,809486.7099,
50703.15292,6.096813146,7.784817857,4.49,26324.20787,743393.3473,
81721.60582,4.395841022,5.85590121,4.44,40454.81895,1130293.597,
74455.44203,6.718328181,6.98639502,4.5,62449.97385,1867050.536,
61634.0358,5.748254776,6.867792808,3.49,46857.47027,1043548.609,
47634.19218,4.005731084,6.784131099,3.25,51505.71168,646198.2245,
81093.2315,6.603548759,6.564980962,2.4,38473.12773,1656401.837,
50571.40647,6.925275682,7.946493041,6.12,40913.30483,1214563.15,
69799.54988,3.634897423,6.641108664,4.46,17217.21682,578396.2215,
80955.09234,6.728471835,6.511389511,3.28,29431.80687,1344651.574,
99317.82315,5.495860991,7.18272144,6.03,50350.35229,2219724.162,
53510.24435,6.033123439,5.61579805,2.45,22977.91539,565680.5528,
77755.5397,5.718540434,6.891789699,4.36,22239.28398,1091928.616,
67726.19292,5.841467063,8.416413547,6.37,37158.73837,1229702.948,
46135.24786,5.656343486,7.303474997,3.47,39232.22491,615144.8986,
77089.65366,6.1228162,6.265592476,4.38,46740.88672,1469237.205,
88850.47602,4.783567214,6.15918296,2.38,26565.33433,1205212.292,
61828.03256,7.129286455,7.035450746,6.24,43068.22881,1377430.072,
70553.46367,5.577570044,5.938542335,4.38,43538.29597,1037382.577,
65220.10452,6.865264907,7.455660643,4,22585.2362,1073857.069,
77932.5664,5.942552133,7.123306887,3.41,29085.13579,1448081.251,
54341.1538,3.753906833,7.157119845,4.19,30542.21225,437436.1382,
70850.39992,7.306785124,4.209620425,2.14,33845.64695,952912.2012,
68482.91036,4.949845164,7.536690959,4.26,37366.8598,1123991.977,
67006.3622,5.706389291,9.295531207,6.38,34653.7981,1440897.412,
81941.22296,5.888005158,7.381076691,6.16,41766.85756,1648201.728,
71717.86935,7.10105393,7.620690943,3.08,27524.95593,1390990.849,
80168.91115,6.158568849,7.905983992,6.23,24833.29858,1406437.685,
73047.32581,6.458334703,7.518636117,6.04,47053.45906,1703880.22,
76186.84722,7.418553423,7.470557508,5.02,30829.90595,1553459.364,
50764.67343,6.292878824,7.383725367,3.13,33577.08481,872595.093,
72551.36976,5.045932442,5.613834274,4.48,39740.06394,1030324.919,
59981.13398,6.236576038,6.85280203,2.35,49620.38257,1194113.694,
74521.14052,3.966391566,7.731463233,6.14,26251.87217,978103.6192,
77853.31613,4.152152601,7.115080039,3.02,38031.07264,1224186.696,
71684.09549,5.229371954,7.521449211,5.17,24555.33668,1062877.883,
76223.56126,6.371627248,5.342217158,2.42,30165.33745,1023943.775,
51654.2801,5.327711512,8.79127232,4.3,28197.61822,834599.9392,
60717.39827,4.409209199,5.303686666,4.11,42891.59894,596350.3507,
69413.6134,3.1188017,5.372992296,4.39,43722.51676,578142.4703,
78529.52768,7.060887682,7.634761678,5.2,23897.11627,1578087.139,
71350.77628,5.802554121,8.787965083,4.38,29207.16029,1285098.691,
70250.56875,6.406191691,8.106738766,6.16,35271.36464,1520263.756,
54725.20287,5.571957616,7.222152718,5.15,26993.35724,722115.1243,
68508.32406,6.53528588,7.151596571,6.23,25290.40994,1085103.003,
66789.16181,5.390035654,6.783346706,4.47,35735.32371,1037033.039,
62087.47464,6.182507003,8.135098421,6.13,43013.79648,1316206.247,
77345.47238,5.407514629,8.243178477,3.11,26706.91103,1137069.307,
52018.16462,5.312268019,7.834925575,4.07,60742.63487,1248689.601,
87916.90962,7.738422514,6.916735342,2.31,32697.87881,1939603.131,
44710.18346,5.409128311,8.951344401,4.06,56584.4138,1048800.651,
44048.45669,6.870971793,8.217176714,5.49,40942.59401,1028275.104,
64201.50317,5.17468109,5.220126532,3.42,23252.16459,642646.439,
80778.5735,7.579366477,6.822502872,3.15,42462.02841,1812209.137,
54407.07785,6.402339097,7.423947631,3.3,36707.94163,1139959.933,
70594.15766,6.727455877,6.844712274,2.04,55601.04894,1673538.169,
66357.88017,6.49722241,7.028679218,5.02,39575.97947,1324845.863,
62141.69861,5.060596059,6.063680473,4.01,37463.83648,916717.6047,
83774.5433,7.703566148,9.652003929,4.23,37130.79685,2115010.704,
39777.60691,5.804627226,7.147718742,3.16,38725.4243,696014.4677,
83088.0696,6.45972994,8.725138633,5.17,40564.63881,2021310.792,
52588.68365,5.261432252,5.053065889,2.49,32938.35564,253185.7015,
57818.79941,6.855622576,6.051938963,4.37,37984.18798,911247.817,
81462.86286,6.114043517,7.065028292,4.02,31484.95511,1573288.818,
74584.37392,5.720481801,6.414774565,3.36,46372.74504,1463383.487,
67445.13841,6.980594587,7.486903794,3.24,36419.17069,1366854.241,
61660.27229,6.986938461,6.262991666,3.12,50291.35995,1347904.395,
74405.37257,5.623071765,5.546842196,2.43,28304.92386,913397.0869,
71074.79941,6.807573257,7.290495553,5.28,44214.49364,1613414.233,
77864.5148,5.119941049,6.929686495,3.4,25200.42395,928563.8216,
70692.37299,3.909432709,7.763453654,4.36,31027.50583,994654.4094,
72750.56473,5.904146627,7.308664006,3.3,45134.65342,1434144.261,
76483.58551,5.232203993,5.458379949,2.01,54737.92664,1382787.325,
74401.69918,5.264487765,5.416410273,2.16,26015.38384,962591.6566,
59378.44838,6.90536678,7.085086291,3.34,43306.35042,1373528.558,
84691.77031,6.733798591,7.624094724,5.19,22216.78721,1558639.881,
66832.30745,7.374954969,5.793589812,2.08,41344.5206,1533815.882,
81947.83832,7.470063235,6.122908818,2.41,43487.57712,1791771.289,
68342.25967,6.464507574,7.45932335,5.27,34530.72763,1274983.648,
52941.73085,6.064374258,6.718719308,4.02,54294.76621,1176437.919,
81785.71266,4.521073951,6.847854216,3.17,56712.06902,1530172.525,
94494.38435,7.240433776,6.700315713,3.12,31307.5215,1825858.255,
68177.40477,6.463362271,5.625555164,3.48,23835.28645,974599.9588,
65893.44773,4.968478883,6.665318115,4.1,28173.79002,856261.6152,
71793.86826,7.328201439,7.422304752,6.08,53272.79247,1903533.084,
90864.87746,4.840861723,7.345925208,5.01,39183.03228,1629640.53,
62034.98064,5.825433141,7.878756751,4.29,29194.00407,1192672.334,
75545.62733,5.586017083,5.929137508,4.26,32614.31774,1068856.227,
74852.73538,7.052158313,8.433007791,6.29,26120.66089,1535844.896,
62303.11302,5.231732411,8.454274609,3.05,33711.72484,1033155.329,
71481.03493,5.188491937,7.152361081,4.32,45246.1741,1530013.449,
80484.87001,4.509879994,5.771422322,2.3,28076.97938,1131225.76,
84431.67331,4.438324285,7.793078979,3.27,26124.40716,1347225.945,
55707.35382,4.416729235,6.756375842,4.25,22588.57754,676738.7155,
81023.01749,6.512186978,5.656993706,2.36,30501.64782,1437755.772,
72466.08059,5.831390667,5.67083293,2.01,12113.11474,744741.9093,
71663.29801,6.00708895,6.710290608,2.02,35315.03035,1230628.986,
81881.60723,5.254398751,8.952151664,4.49,62340.64,1976170.089,
85480.43728,2.797214954,5.184568923,4.19,47508.80534,1033864.635,
63753.86424,8.112336189,7.694744789,6.35,31347.68978,1558572.243,
56935.32996,6.489971718,6.234253209,4.19,32965.93529,849180.846,
66513.88445,6.77840388,8.04449668,4.49,5727.485885,717661.556,
72554.53595,5.443881966,6.822376992,4.09,36249.40583,1187090.948,
69956.75188,4.982101501,7.860718492,3.17,35148.16491,1326946.725,
65126.70305,4.145068881,7.316436479,4.05,47258.75993,1245785.051,
71270.84203,5.425916412,7.691914339,6.28,40130.80794,1331897.457,
59124.12488,6.420174477,8.016993185,4.49,36442.99498,1472337.699,
55383.02378,7.098641928,8.120948,5.48,36106.36886,1130221.298,
52512.84234,7.371844252,6.21934521,3.35,25943.0776,907462.4512,
77050.18056,6.286364384,5.948392094,4.05,47171.9103,1581817.407,
73267.90029,5.805220326,7.384763646,4.48,44674.46711,1441576.847,
58585.09602,6.421532075,5.613752443,3.36,28026.78288,820250.3895,
72770.16686,7.680416377,6.38769374,4.05,21357.03653,1293461.798,
70203.60018,5.148301396,5.573351069,3.1,40588.57311,1288122.624,
75841.48726,6.229226568,6.048691881,2.09,48641.80172,1361007.562,
73679.40406,4.819569567,5.661759509,4.33,42734.24328,1084427.093,
72928.96581,7.777005685,6.114027236,2.46,38728.04346,1638094.538,
64448.81994,5.915846068,7.773270475,6.09,21240.1529,1197437.344,
52652.65234,5.688943049,7.217268472,4.06,34776.58591,928210.7615,
78482.22889,7.030043246,6.641954185,3.33,28452.31484,1367619.923,
68398.36246,6.602187413,6.861369598,2.37,49548.71879,1486401.321,
73921.63556,7.543491994,5.880753234,2.04,36269.23295,1555510.38,
71162.38124,6.684223313,7.223921451,3.4,39134.55477,1434240.356,
61269.67441,5.422936008,7.724147821,5.12,36337.75525,981785.0592,
75175.00476,5.806349904,5.614777225,4.13,25943.714,1005431.451,
71286.51245,6.422957743,7.357500686,4.2,36411.97409,1346049.656,
52190.96795,6.443855517,6.321704336,2.06,39309.46426,942397.0665,
84054.4344,6.976452346,6.341021454,3.04,38712.70774,1812765.957,
69017.58125,5.593646348,6.504090907,4.37,27751.98513,981559.8117,
81490.49041,6.364692293,8.708421218,5.35,55928.08704,1914509.521,
69273.77543,4.087470353,7.284399325,5.44,42086.78901,1034366.778,
87106.5138,5.784734099,7.257371803,6.34,44102.19973,1795222.736,
59821.35629,5.097871244,5.330953291,3.41,54223.65565,965491.8698,
69517.84437,4.485615106,9.115588252,4.01,39739.75719,1384802.464,
95358.18055,5.140235063,6.611755918,2.02,49759.12781,1902814.527,
45546.64341,4.602924852,8.698535841,5.22,34810.67951,923830.3349,
69664.07576,7.612180356,5.945618541,2,37012.99343,1074646.865,
65221.12656,5.604022661,7.844857974,5.44,34752.93825,1069292.327,
74452.82103,5.108147652,5.456042407,4.4,37298.07148,1065679.121,
61046.28866,7.105245344,4.696139828,4.49,40277.89925,855667.1793,
66537.59487,5.613664582,6.598793212,3.48,39265.01197,985462.2455,
64675.75114,4.367778621,5.52781326,4.38,36376.48857,664298.9713,
56586.12999,4.939216005,8.062721575,5.19,19540.90757,603714.7886,
66148.99082,7.240607851,6.872539968,3.16,38903.19826,1300133.967,
62714.62369,5.421296393,7.365242715,4.17,40082.66311,1095391.799,
73490.59998,6.352098251,6.578461831,2.06,52452.0791,1357797.91,
51858.90428,5.628880622,7.230377999,3.45,28593.87968,730739.419,
67481.41474,6.827844193,8.13606691,6.26,18846.25449,1115627.78,
74497.67308,6.166026443,8.142657828,4.01,28160.45754,1204753.002,
70073.50299,5.887433136,7.222302024,5.14,40109.82955,1441526.837,
86458.98086,4.55512299,8.28066894,6.27,22321.43516,1336743.383,
56894.40224,5.292655939,6.252545271,3.1,32478.66494,742705.2667,
58153.2293,5.643085828,6.751950547,3.39,45756.53195,1150438.949,
84556.63627,5.092458963,6.723412347,2.42,31797.31744,1326846.699,
82732.98111,5.332712246,6.198476365,3.49,41136.52722,1252663.621,
65694.05127,6.436740579,6.704929106,3.14,43406.71203,1359762.694,
76061.35071,7.148713116,7.546065991,6.3,40876.96459,1778013.334,
66935.47508,6.376389685,8.51382556,5.47,17573.6171,1109059.054,
73148.51334,6.4803921,4.595996066,4.39,40372.16567,1038939.523,
77961.22193,5.043992564,6.400131741,2.33,23334.68028,1003701.05,
60553.244,5.527459817,7.315695461,6.43,37277.88702,1086829.246,
79500.39895,8.554883548,6.160047887,3.29,32069.11741,1727982.987,
63237.10995,4.666786166,9.086573466,5.17,33805.57856,1133139.926,
71348.72652,7.844341417,6.766797876,3.45,34405.94764,1460758.626,
75654.77702,7.077079395,6.501047493,3.15,49451.17854,1900789.237,
83539.26859,4.525886521,7.1011494,6.13,37676.56472,1157759.465,
85719.68813,6.212784993,6.141204525,4.24,38030.22424,1603075.237,
75571.04402,6.114928189,7.318214495,4.44,33988.43586,1218264.021,
57227.32404,6.41914278,8.324158847,4.27,20744.00476,1002023.358,
59256.07295,5.145432924,4.964948322,3.44,32695.18332,742016.0552,
64975.66283,5.037141656,6.710463797,4.14,36975.05217,1023862.984,
65310.43112,7.027982522,7.864664257,4.02,40677.55053,1578136.165,
61127.26518,4.624515677,8.150426883,6.34,31396.35501,1121093.175,
67055.44684,6.98123544,4.621370129,2.18,32034.98064,893802.0888,
71043.31325,6.046181641,6.095861522,3.34,20763.60414,955165.6126,
57838.74463,2.797619027,7.932947104,3.45,37771.43326,589969.6429,
48144.05321,5.440212328,8.419111938,4.48,23465.38298,763874.0645,
67952.40464,6.069941833,6.372398797,3.19,58782.22227,1513223.535,
68467.21725,3.743747008,8.561796629,4.38,46594.48736,1036338.239,
66767.89811,4.760500633,6.887956037,2.03,46125.22421,1075723.51,
77135.46666,5.165545017,6.98417078,2.44,32779.68791,1086708.661,
64916.09513,5.356004823,8.460983082,3.4,39315.51149,1381272.881,
50343.76352,6.027467991,5.160239504,4.35,27445.87674,691854.921,
62036.63113,5.535460544,7.911090902,3.02,14790.21577,862376.7533,
59467.85738,3.951706343,7.427763731,6,36436.49233,667428.2537,
55306.91147,5.830789449,6.693980074,2.06,32446.99907,624244.9444,
76027.94493,5.744456336,8.032013781,4.23,37462.22283,1282365.462,
63317.04759,7.07704582,6.828565661,3.02,43523.95175,1479063.214,
71146.50804,5.581375383,6.708209555,4.38,42968.61862,1342067.961,
70950.42999,6.566847303,7.031462634,6.33,39778.13778,1538039.599,
64603.19152,4.912091805,5.702489233,3.03,33673.90406,815593.7638,
69993.96332,6.668440341,7.281330178,5.2,39898.30081,1391159.434,
62367.4524,4.235227141,6.045984022,2.1,23533.22446,727366.9474,
62654.35948,5.674787892,6.850385846,4.24,36718.51231,1053484.869,
70842.2172,6.172905754,6.947640454,3.14,42987.47933,1519928.485,
64975.88369,5.175115447,6.584406172,2.27,37088.81622,918533.6164,
72200.04105,6.53420019,7.159312422,3.17,42485.44256,1523801.748,
62524.55636,5.799667345,7.601511718,5.06,19113.16875,1020041.747,
68377.38138,5.206021932,5.744059838,2.33,33641.56084,901752.6805,
61194.47959,3.711992007,7.091023791,4.07,28667.14051,369433.355,
69147.21858,6.338760748,6.973520294,4.06,42892.70325,1318058.063,
61592.9377,6.677102937,6.805077943,2.02,23011.96422,1060966.741,
72487.49424,7.456011558,6.495059665,2.34,44865.38182,1584615.574,
62949.67395,4.00349912,7.860026769,5.36,30373.06097,814378.4821,
78605.18989,7.306306207,7.091689114,6.49,18493.05833,1536208.366,
55565.04312,7.821571971,7.761780242,4.38,35680.46768,1388209.219,
55845.54616,5.402463497,6.515683338,2.38,43790.66537,919963.0086,
89026.80942,6.4605773,7.811778751,5.4,38039.55057,1978629.875,
76338.66814,7.727702169,7.350285077,3.18,50620.20732,1928728.792,
53547.01802,5.847392817,8.243485303,3.14,57979.8562,1520956.997,
74812.69859,6.165940949,6.544756878,3.18,45471.807,1414259.775,
63407.6978,4.998556609,6.338758115,4.06,36397.6532,826483.7133,
54743.73394,7.023894364,7.555095571,6.49,27692.26877,1079951.155,
85658.32928,6.56903564,5.567667216,2.04,35204.9757,1545961.608,
56631.89547,7.131827185,5.590037495,2.44,51351.72128,1374117.067,
79978.55279,5.700556896,4.347851966,2.14,27897.1657,957806.0027,
69840.269,5.236222694,8.291286244,4.21,27895.53069,1096543.306,
86985.76434,6.39460141,7.349362924,3.29,25788.67236,1412806.286,
74521.17813,5.655710429,7.542399502,4.39,38533.83979,1527961.835,
58568.62846,6.52580156,7.655534462,5.25,44067.08736,1340074.653,
67712.81277,6.615897641,6.021413188,3.23,16561.19222,880851.0552,
74280.6996,7.171105601,5.652291126,4.16,26115.26041,1324470.441,
56000.02192,6.282141494,6.334296043,3.16,41006.98371,1034539.831,
72980.64967,5.510351616,6.138456661,4.38,37786.05693,1079000.316,
70602.25967,5.412264971,5.539286519,4.06,35594.22418,883021.8964,
60595.67696,6.773009189,7.937850728,4.02,47991.9025,1434835.953,
55317.2039,4.970859464,7.145445356,4.4,42317.89529,670734.674,
66208.81993,4.851854053,8.114001386,3.25,40346.57892,1228978.233,
65827.67224,7.163024214,7.112154127,6.46,31304.3067,1210046.741,
82264.37268,5.557317234,8.10641716,5.05,34066.60905,1446978.86,
93032.5417,6.376728984,6.220987362,3.37,35621.38271,1872191.548,
70126.14995,6.263150571,7.550648511,5.26,33017.58606,1270963.563,
64717.28751,5.835000552,7.208567965,3.4,31860.53541,1145804.269,
73804.90862,6.731999392,7.617260642,4.25,40877.18912,1574211.649,
67465.99562,4.597388768,7.39163972,6.19,22714.46906,863448.3924,
78401.11457,6.090554632,6.426440694,2.23,47727.60733,1805502.34,
57077.22934,6.380243917,6.540484451,4.06,55114.58165,1312637.288,
59756.1146,5.230819307,6.354214252,3.36,33516.79069,697212.3669,
60214.19446,6.82237746,7.493603632,3.01,39252.76381,1475349.552,
70513.21224,5.083722418,7.19915619,5.02,39275.77529,1383783.912,
72791.27054,5.375329206,5.441100447,2.11,44476.3371,1166602.408,
60357.54503,7.239873332,4.290193826,2.33,36198.44099,934744.0335,
72310.09548,6.765351422,7.624824352,5.16,37736.85717,1625166.648,
74547.96559,4.946625741,6.99004611,2.2,48175.05027,1268964.795,
89730.52363,5.986102882,9.044253195,6.07,23059.65425,1792753.5,
59861.63219,8.096904376,6.262020744,2.12,45919.17641,1434323.825,
80134.33862,5.307020052,7.197980571,3.19,43751.17933,1532644.849,
58198.03231,4.404481479,5.596535837,4.4,14226.93802,420122.9995,
71784.01624,4.790862241,6.695281011,4.26,15554.28418,825178.3506,
67449.32909,7.143491858,6.341483733,4.37,29748.36727,1112294.776,
77906.18518,6.537043567,9.458466363,3.08,31399.75683,1639099.378,
71020.73746,4.651052129,8.994340536,6.09,36788.48611,1162854.552,
54474.5763,6.094363055,7.459029642,4.47,21409.35475,803270.1278,
53494.77377,6.520859829,8.167257906,4.1,41530.50955,1103485.707,
60883.53689,6.281291995,6.40881853,2.37,31135.05678,1005946.767,
63022.78791,5.412142905,5.481830335,2.37,33582.68525,904789.6122,
77514.59354,4.138822758,6.812797156,2.33,30820.80777,985059.3058,
80537.52484,6.746467066,5.847422997,2.4,31872.17941,1430641.632,
75470.75995,6.510242049,8.073235752,6.48,17780.96217,1147442.952,
57782.05703,4.671945839,9.067015091,4.21,37625.97415,1046818.07,
71327.71761,6.269963499,8.451354903,6.39,42634.77173,1501303.964,
66057.18199,4.067165987,7.741792788,6.33,31824.59315,802846.1223,
60345.99132,4.744846794,7.695977026,6,32654.33584,1005089.894,
62816.87837,4.684023322,7.066190381,3.11,55887.69875,1288199.153,
78182.19723,4.560751288,7.864482284,5.17,34253.56939,1364194.94,
59556.31066,5.453775336,5.994692018,3.2,37604.3812,736897.4095,
89209.0841,4.628985286,7.433211707,3.14,47798.52087,1592175.512,
61753.19158,5.142555284,7.586326004,4.07,39993.00632,1169050.985,
62587.11978,6.49751577,8.409296295,3.21,38345.36061,1227659.772,
62946.4201,6.133814798,6.973450286,2.3,42312.08202,1261491.425,
68681.08126,5.855157831,6.009883204,4,44279.43031,1238929.11,
64168.85884,6.360502188,7.536445204,3.46,20038.17183,1031121.814,
79843.92058,6.326602838,7.434332176,3.07,45902.57155,1571848.231,
60390.50286,5.195406378,8.368912846,6.27,37921.72059,1223915.253,
66397.44099,4.83574934,6.254684423,4.26,50504.04782,906011.3853,
63057.69462,6.535113382,7.600079861,3.1,43315.45004,1365945.083,
75045.25021,5.019207539,8.563584453,4.35,25492.31741,1152145.912,
71254.79957,6.541420585,7.575107074,5.43,38916.45116,1455737.135,
80440.21717,5.238705847,8.065218843,3.1,31114.7292,1537864.882,
59810.78328,7.29616924,7.728127007,5.19,14452.921,975913.1051,
82241.09953,8.09422833,6.137134572,2.32,10951.34217,1401560.917,
70951.86812,4.479713621,6.543319113,3.25,38455.34522,865816.6759,
63351.97898,5.45474325,7.463829891,4.19,31063.78152,1076438.975,
73803.98983,6.977645788,5.887910668,2.33,32644.61112,1166333.887,
86247.17504,4.888658789,6.920656535,2.25,44610.03506,1638541.939,
64927.64796,5.74365419,6.594555343,4.34,29364.75874,1138885.104,
53722.0086,6.401391355,7.78776442,3.3,47649.22466,1300389.351,
66409.68677,6.244759466,7.424439137,5.39,31188.47203,1239318.131,
60186.60533,7.203329692,5.278282131,3.35,45545.12518,1168126.213,
63016.11274,5.736088454,6.974916493,3.26,19815.60593,735660.4558,
62991.4367,7.012357879,7.123989663,4.37,22993.79047,1066279.879,
72836.80988,4.047392572,5.167324385,3.24,16988.93738,454234.3344,
91935.36685,6.483290627,7.700597346,4.37,50112.82022,2092949.861,
78497.66426,5.285897173,8.171204681,3.2,25389.19449,1245947.102,
76118.14064,5.285608709,7.434268576,4.48,9193.833182,709348.2237,
71425.34862,7.554540735,7.06914872,5.18,32561.13015,1500472.827,
74796.11323,6.249813527,7.685292055,6.05,40819.49744,1641749.651,
70877.19634,6.159813607,7.906097999,3.35,23315.39918,1235750.602,
71298.90667,7.712575337,8.004989583,5.26,32345.38793,1730662.393,
69603.22964,5.114133097,8.170605213,6.5,37942.61346,1299673.742,
